clinicName,website,city,province,score,tier,email,contactPage,method,status,subject
"Clinique Dentaire Samuel Holland","","Quebec City","QC","","","","","manual","todo",""
"Clinique Dentaire St-Louis","","Quebec City","QC","","","","","manual","todo",""
"Centre Dentaire Ste-Foy","","Quebec City","QC","","","","","manual","todo",""
"Clinique Dentaire Myrand","","Quebec City","QC","","","","","manual","todo",""
"Centre Dentaire Ville De Quebec - Dentiste","","Quebec City","QC","","","","","manual","todo",""
"emergency dental center of the capital","","Quebec City","QC","","","","","manual","todo",""
"Dental Clinic Lefrancois","","Quebec City","QC","","","","","manual","todo",""
"Ma Santé Dentaire","","Quebec City","QC","","","","","manual","todo",""
"Maguire Dental Clinic","","Quebec City","QC","","","","","manual","todo",""
"De l'Église Dental Clinic","","Quebec City","QC","","","","","manual","todo",""
"Centre Dentaire de la Cité Verte - DÉMÉNAGÉ","","Quebec City","QC","","","","","manual","todo",""
"Centres dentaires Lapointe - Québec","","Quebec City","QC","","","","","manual","todo",""
"Quebec High Tech Dental Center","","Quebec City","QC","","","","","manual","todo",""
"Centre dentaire du Campanile","","Quebec City","QC","","","","","manual","todo",""
"Centre Dentaire Charest","","Quebec City","QC","","","","","manual","todo",""
"Clinique dentaire et d'implantologieAndréNormand","","Quebec City","QC","","","","","manual","todo",""
"Dentistes de la Cité","","Quebec City","QC","","","","","manual","todo",""
"Centre dentaire Masse","","Quebec City","QC","","","","","manual","todo",""
"Centre Dentaire Gaudreault Marquis","","Quebec City","QC","","","","","manual","todo",""
"Clinique Dentaire Du Centre-Ville","","Quebec City","QC","","","","","manual","todo",""
"PJC Jean Coutu Santé-Beauté","","Quebec City","QC","","","","","manual","todo",""
"Clinique DentAria - Dentiste Ville-Marie","","Quebec City","QC","","","","","manual","todo",""
"Lenny Slepchik, D.D.S.","","Quebec City","QC","","","","","manual","todo",""
"Rachel Dental Center","","Quebec City","QC","","","","","manual","todo",""
"Centre de Micro Endodontie et de Parodontie","","Quebec City","QC","","","","","manual","todo",""
"La Clinique rue Roy","","Quebec City","QC","","","","","manual","todo",""
"NUÒ - Dentist Downtown Montreal","","Quebec City","QC","","","","","manual","todo",""
"Pierre Martin Dental Center","","Quebec City","QC","","","","","manual","todo",""
"Roccabella Dental Clinic | Emergency Dentist Downtown Montreal","","Quebec City","QC","","","","","manual","todo",""
"McGill Student and Staff Dental Clinic","","Quebec City","QC","","","","","manual","todo",""
"Centre Dentaire Apex","","Quebec City","QC","","","","","manual","todo",""
"Implant Québec","","Quebec City","QC","","","","","manual","todo",""
"Peel Dental Group Groupe Dentaire Peel","","Quebec City","QC","","","","","manual","todo",""
"Go Orthodontistes","","Quebec City","QC","","","","","manual","todo",""
"Clinique Dentaire Gaudreault Galvis Bilodeau","","Quebec City","QC","","","","","manual","todo",""
"Clinique Dentaire Arya","","Quebec City","QC","","","","","manual","todo",""
"Ordre des technologues en prothèses et appareils dentaires du Québec","","Quebec City","QC","","","","","manual","todo",""
"Centre dentaire Vienneau Losier, Dentiste Loretteville-Neufchâtel-Val-Bélair","","Quebec City","QC","","","","","manual","todo",""
"Clinique Dentaire Allen & Associés inc.","","Quebec City","QC","","","","","manual","todo",""
"Centre Dentaire Cartier – Girard et Martineau","","Quebec City","QC","","","","","manual","todo",""
"Familiprix Santé","","Quebec City","QC","","","","","manual","todo",""
"IGA Marché Verreault et Normandeau","","Quebec City","QC","","","","","manual","todo",""
"Dr. Normand Bach, orthodontiste","","Quebec City","QC","","","","","manual","todo",""
"Fondation de l'Ordre des dentistes","","Quebec City","QC","","","","","manual","todo",""
"ASEQ","","Quebec City","QC","","","","","manual","todo",""
"Dentisterie Familiale Montreal, Dr. Myriam Feldman, Dr. Ezequiel Wendichansky","","Quebec City","QC","","","","","manual","todo",""
"Centre Dentaire Familident Dental Clinic","","Quebec City","QC","","","","","manual","todo",""
"Dentistes pour enfants de québec","","Quebec City","QC","","","","","manual","todo",""
"Ordre des Dentistes du Québec","","Quebec City","QC","","","","","manual","todo",""
"Downtown Montreal Dentistry","","Quebec City","QC","","","","","manual","todo",""
"Mont-Royal Dental Center","","Quebec City","QC","","","","","manual","todo",""
"Clinique MEI Clinic - DOWNTOWN","","Quebec City","QC","","","","","manual","todo",""
"Groupe Dentaire Laval / Centre Dentaire Nicolas","","Laval","QC","","","","","manual","todo",""
"EM Clinique Dentaire","","Laval","QC","","","","","manual","todo",""
"DentisteALaval.com","","Laval","QC","","","","","manual","todo",""
"Concorde Dental Center","","Laval","QC","","","","","manual","todo",""
"Dentistes Val des Brises","","Laval","QC","","","","","manual","todo",""
"Groupe Dentaire Duvernay","","Laval","QC","","","","","manual","todo",""
"Centre dentaire El Assaad & Ass","","Laval","QC","","","","","manual","todo",""
"Clinique dentaire Laval - API GROUPE","","Laval","QC","","","","","manual","todo",""
"Clinique Dentaire de l'Avenir","","Laval","QC","","","","","manual","todo",""
"Clinique dentaire Carrefour Laval","","Laval","QC","","","","","manual","todo",""
"Spa Dentaire Laval","","Laval","QC","","","","","manual","todo",""
"Centres dentaires Lapointe - Laval","","Laval","QC","","","","","manual","todo",""
"Clinique Dentaire ART","","Laval","QC","","","","","manual","todo",""
"Centre Dentaire Saint-Elzéar - Dentiste - Invisalign - Orthodontie","","Laval","QC","","","","","manual","todo",""
"Loft Dentaire Laval","","Laval","QC","","","","","manual","todo",""
"Centre Dentaire Dent-Cite","","Laval","QC","","","","","manual","todo",""
"Clinique Dentaire Diana","","Laval","QC","","","","","manual","todo",""
"Clinique dentaire Boca","","Laval","QC","","","","","manual","todo",""
"Clinique dentaire Saba","","Laval","QC","","","","","manual","todo",""
"Clinique Dentaire Kadent","","Laval","QC","","","","","manual","todo",""
"Clinique Dentaire KVO","","Laval","QC","","","","","manual","todo",""
"Centre dentaire Dre Tam Cartierville","","Laval","QC","","","","","manual","todo",""
"DTG Dentistes","","Laval","QC","","","","","manual","todo",""
"Centre Dentaire Familial Ste-Dorothée","","Laval","QC","","","","","manual","todo",""
"Centre Dentaire Plouffe","","Laval","QC","","","","","manual","todo",""
"Centre Dentaire Hanna / Clinique Dentaire Dr. Sami Hanna","","Laval","QC","","","","","manual","todo",""
"Carrefour dentaire de Montréal","","Laval","QC","","","","","manual","todo",""
"Centre Dentaire Smiile","","Laval","QC","","","","","manual","todo",""
"Dr. Assaad Germanos","","Laval","QC","","","","","manual","todo",""
"Clinique Dentaire Eric Lajoie","","Laval","QC","","","","","manual","todo",""
"Clinique Dentaire Pichler","","Laval","QC","","","","","manual","todo",""
"Clinique Dentaire Denis Blouin","","Laval","QC","","","","","manual","todo",""
"Sante Dentaire Laval","","Laval","QC","","","","","manual","todo",""
"Clinique Dentaire","","Gatineau","QC","","","","","manual","todo",""
"Centre Dentaire Touchette","","Gatineau","QC","","","","","manual","todo",""
"Centre Dentaire Labrosse - Urgence Dentaire - Family Dentist - Dentisterie Familiale - Denturologiste","","Gatineau","QC","","","","","manual","todo",""
"Dental Clinic of the Outaouais Valleys","","Gatineau","QC","","","","","manual","todo",""
"Centre dentaire de Gatineau","","Gatineau","QC","","","","","manual","todo",""
"Clinique Médico-Dentaire de la Gatineau","","Gatineau","QC","","","","","manual","todo",""
"Dentiste Du Plateau","","Gatineau","QC","","","","","manual","todo",""
"Clinique Dentaire Gatineau","","Gatineau","QC","","","","","manual","todo",""
"Centre Dentaire Ricard & Tran","","Gatineau","QC","","","","","manual","todo",""
"CLINIQUE DENTAIRE FAMILIALE MAIN","","Gatineau","QC","","","","","manual","todo",""
"Clinique d'Hygiène Dentaire Gatineau","","Gatineau","QC","","","","","manual","todo",""
"Clinique Dentaire De Hull","","Gatineau","QC","","","","","manual","todo",""
"Clinique dentaire Place du centre","","Gatineau","QC","","","","","manual","todo",""
"Clinique Dentaire Öra","","Gatineau","QC","","","","","manual","todo",""
"Clinique Dent'Art","","Gatineau","QC","","","","","manual","todo",""
"Clinique dentaire Dre Catherine Morin-Houde","","Gatineau","QC","","","","","manual","todo",""
"Groupe Dentis","","Gatineau","QC","","","","","manual","todo",""
"Dental Clinic Montcalm","","Gatineau","QC","","","","","manual","todo",""
"Dentisterie Capitale du Portage","","Gatineau","QC","","","","","manual","todo",""
"Centres dentaires Lapointe - Hull","","Gatineau","QC","","","","","manual","todo",""
"Clinique Dentaire Dr. Mansouri - Orthodontie Gatineau","","Gatineau","QC","","","","","manual","todo",""
"Centre dentaire Jean-Francois Lévesque","","Gatineau","QC","","","","","manual","todo",""
"Dental Clinic Dr.Mansouri","","Gatineau","QC","","","","","manual","todo",""
"Clinique Dentaire St-Joseph","","Gatineau","QC","","","","","manual","todo",""
"Centres dentaires Lapointe - Gatineau","","Gatineau","QC","","","","","manual","todo",""
"Centre Dentaire de La Vérendrye","","Gatineau","QC","","","","","manual","todo",""
"Clinique dentaire Dumont Rondeau Séguin","","Gatineau","QC","","","","","manual","todo",""
"Dufresne Nguyen Dental Centre","","Gatineau","QC","","","","","manual","todo",""
"Dr. Rosita Agharazii","","Gatineau","QC","","","","","manual","todo",""
"Clinique Dentaire Yves Barrette, François Malouin & Marie Hébert-Lemire","","Gatineau","QC","","","","","manual","todo",""
"Clinique Dentaire Létourneau & Mercier","","Gatineau","QC","","","","","manual","todo",""
"Dentistree Family Dental Clinic","","Gatineau","QC","","","","","manual","todo",""
"Westboro Family Dentistry","","Gatineau","QC","","","","","manual","todo",""
"Bells Corners Family Dentistry","","Gatineau","QC","","","","","manual","todo",""
"Ottawa Dental Care | Emergency & Direct Billing in Downtown","","Gatineau","QC","","","","","manual","todo",""
"Family Dental Care - Ottawa South - Emergency Dental Services","","Gatineau","QC","","","","","manual","todo",""
"Dr. El Deeb Family Dental Care","","Gatineau","QC","","","","","manual","todo",""
"Viva Family Dentistry","","Gatineau","QC","","","","","manual","todo",""
"Dentisterie Aylmer","","Gatineau","QC","","","","","manual","todo",""
"Clinique Dentaire Saint-Charles","","Longueuil","QC","","","","","manual","todo",""
"Centre dentaire du Vieux Longueuil","","Longueuil","QC","","","","","manual","todo",""
"Dental Clinic 1450","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire T. Giang Nguyen","","Longueuil","QC","","","","","manual","todo",""
"Clinique dentaire La Vallée","","Longueuil","QC","","","","","manual","todo",""
"Centres dentaires Lapointe - Longueuil-Guilbault","","Longueuil","QC","","","","","manual","todo",""
"Centre dentaire Lapointe - Saint-Laurent","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire 360","","Longueuil","QC","","","","","manual","todo",""
"Dental Center Fancelli inc.","","Longueuil","QC","","","","","manual","todo",""
"Centre Des Arts Dentaires","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire Bédard Couture","","Longueuil","QC","","","","","manual","todo",""
"BUCCA santé dentaire","","Longueuil","QC","","","","","manual","todo",""
"Centre dentaire Julie Messier","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire Dr. Glenn Hoa & Dr Tran Nguyen - Dentistes Longueuil","","Longueuil","QC","","","","","manual","todo",""
"Clinique dentaire Robert Girard et Simoneau","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire David Choy","","Longueuil","QC","","","","","manual","todo",""
"Dentiste Longueuil","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire BLL","","Longueuil","QC","","","","","manual","todo",""
"Clinique dentaire Coteau Santé","","Longueuil","QC","","","","","manual","todo",""
"Avenue Sourire - Dr Amiri - Dentiste St-Hubert","","Longueuil","QC","","","","","manual","todo",""
"Clinique dentaire de la Montagne","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire KVO","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire Gervais et Associés","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Maillé Malenfant - Dentiste Longueuil","","Longueuil","QC","","","","","manual","todo",""
"Dentiste Familiale Greenfield Park inc.","","Longueuil","QC","","","","","manual","todo",""
"Dr Anh Tuan Nguyen DMD","","Longueuil","QC","","","","","manual","todo",""
"Clinique dentaire Chambly Latour","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Familial St-Lambert","","Longueuil","QC","","","","","manual","todo",""
"Clinique Médicale Dentaire GP","","Longueuil","QC","","","","","manual","todo",""
"Clinique de santé dentaire St-Jean","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Adoncour | Dentiste à Longueuil","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire Dr. S. Sgro & Dr. J. Lang - Greenfield Park","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Sirois","","Longueuil","QC","","","","","manual","todo",""
"Dentisterie Familiale Montreal, Dr. Myriam Feldman, Dr. Ezequiel Wendichansky","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Matthieu Ménard","","Longueuil","QC","","","","","manual","todo",""
"Concept Dentaire Rive-Sud","","Longueuil","QC","","","","","manual","todo",""
"Clinique d'orthodontie de la Rive Sud","","Longueuil","QC","","","","","manual","todo",""
"Au Centre Dentaire Dr Hanh Nguyen","","Longueuil","QC","","","","","manual","todo",""
"David Guy","","Longueuil","QC","","","","","manual","todo",""
"ORADENT","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Au Fil Des Dents","","Longueuil","QC","","","","","manual","todo",""
"Dental Center South Shore","","Longueuil","QC","","","","","manual","todo",""
"Art Dentaire - Dre. Nathalie Bouchard DMD - Clinique dentaire Bouchard et Abergel","","Longueuil","QC","","","","","manual","todo",""
"Clinique Sagesse Dentaire Inc","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire Saint-Hubert","","Longueuil","QC","","","","","manual","todo",""
"Veilleux André","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Milan Brossard Inc. - Dentistes Saint-Hubert","","Longueuil","QC","","","","","manual","todo",""
"Centre dentaire Faubourg Cousineau","","Longueuil","QC","","","","","manual","todo",""
"Dentisterie Ontario","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Aoude","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Saint-Lambert Inc.","","Longueuil","QC","","","","","manual","todo",""
"Centre dentaire Maxime Champagne","","Longueuil","QC","","","","","manual","todo",""
"Centre de Denturologie Auprix - Denturologiste Longueuil","","Longueuil","QC","","","","","manual","todo",""
"Galerie Dentaire St-Hubert","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire HoMa","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Santerre Et Boivin","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire Dr. Nagy Brady","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire Grande-Allée -Dentiste Brossard","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Hochelaga","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire Martin Peltier","","Longueuil","QC","","","","","manual","todo",""
"Clinique Dentaire d'Urgence Angus-Maisonneuve","","Longueuil","QC","","","","","manual","todo",""
"Centre Dentaire GK Brossard","","Longueuil","QC","","","","","manual","todo",""
"Clinique MEI Clinic - DOWNTOWN","","Sherbrooke","QC","","","","","manual","todo",""
"Le Dentalis","","Sherbrooke","QC","","","","","manual","todo",""
"Centre Dentaire NDG / Clinique Dentaire NDG","","Sherbrooke","QC","","","","","manual","todo",""
"Quebec High Tech Dental Center","","Sherbrooke","QC","","","","","manual","todo",""
"Dental Clinic Métro Guy","","Sherbrooke","QC","","","","","manual","todo",""
"McGill Student and Staff Dental Clinic","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique Dentaire Sherbrooke","","Sherbrooke","QC","","","","","manual","todo",""
"Dental Center Du Vieux Sherbrooke","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique dentaire Dentavie","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique Dentaire Coloniale Centre-Ville","","Sherbrooke","QC","","","","","manual","todo",""
"Drummond Dental Group - Downtown Montreal Dentist","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique DentAria - Dentiste Ville-Marie","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique dentaire du Complexe","","Sherbrooke","QC","","","","","manual","todo",""
"Portland Dental Center","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique Dentaire d'Urgence Angus-Maisonneuve","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique Dentaire King","","Sherbrooke","QC","","","","","manual","todo",""
"Centre Dentaire Lafontaine","","Sherbrooke","QC","","","","","manual","todo",""
"Centre Dentaire Berthiaume","","Sherbrooke","QC","","","","","manual","todo",""
"Galt Dental Clinic","","Sherbrooke","QC","","","","","manual","todo",""
"Centre Dentaire de Montréal","","Sherbrooke","QC","","","","","manual","todo",""
"Centres dentaires Lapointe - Sherbrooke","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique Dentaire des Nations","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique dentaire et d'implantologie 2460 - Dentiste Sherbrooke","","Sherbrooke","QC","","","","","manual","todo",""
"Chez Le Dentiste - Centre Dentaire Sherbrooke","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique dentaire Rock Forest","","Sherbrooke","QC","","","","","manual","todo",""
"Dental Clinic Luc Villemaire","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique Dentaire du Carrefour","","Sherbrooke","QC","","","","","manual","todo",""
"Dentisterie Brompton","","Sherbrooke","QC","","","","","manual","todo",""
"Centre Dentaire Gagné Rémillard","","Sherbrooke","QC","","","","","manual","todo",""
"Clinique Dentaire Le Sherbrooke","","Sherbrooke","QC","","","","","manual","todo",""
"Richard Gilbert Dr","","Saguenay","QC","","","","","manual","todo",""
"MA clinique dentaire Saguenay","","Saguenay","QC","","","","","manual","todo",""
"Centre dentaire Faust","","Saguenay","QC","","","","","manual","todo",""
"Centres dentaires Lapointe - Chicoutimi","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Chicoutimi-Nord Inc","","Saguenay","QC","","","","","manual","todo",""
"Spécialistes Dentaires et Implantologie du Saguenay","","Saguenay","QC","","","","","manual","todo",""
"Centre Dentaire et d'Implantologie Marc Desautels","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Blackburn & Boudreault","","Saguenay","QC","","","","","manual","todo",""
"Centre de Chirurgie Maxillo-Faciale et d'Implantologie du Saguenay Lac St-Jean","","Saguenay","QC","","","","","manual","todo",""
"Centre Dentaire Mclelland - Dompierre","","Saguenay","QC","","","","","manual","todo",""
"Centres dentaires Lapointe - Jonquière","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Lajoie & associés","","Saguenay","QC","","","","","manual","todo",""
"Centre Dentaire Desgagné Ouellet","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Élément","","Saguenay","QC","","","","","manual","todo",""
"Rousseau Luc Dr","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Elysee","","Saguenay","QC","","","","","manual","todo",""
"Clinique D'Implantologie Marc Fecteau","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Dre Michèle Boivin et Dr André Villeneuve - Dentistes Jonquière","","Saguenay","QC","","","","","manual","todo",""
"Clinique d'hygiène dentaire Sylvia Belley","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire du Fjord","","Saguenay","QC","","","","","manual","todo",""
"Clinique D'Orthodontie André Martel","","Saguenay","QC","","","","","manual","todo",""
"Jobin Marc Dr","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Kuberek Inc","","Saguenay","QC","","","","","manual","todo",""
"Dentiste Dr Luc Gravel Chicoutimi","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Jean et Normand","","Saguenay","QC","","","","","manual","todo",""
"Ivoire Jonquière Denturologistes","","Saguenay","QC","","","","","manual","todo",""
"Dentistes au carré","","Saguenay","QC","","","","","manual","todo",""
"Andrea Desautels DDS","","Saguenay","QC","","","","","manual","todo",""
"Centre Dentaire Clara Deschênes","","Saguenay","QC","","","","","manual","todo",""
"Miclette & Dion Dentistes","","Saguenay","QC","","","","","manual","todo",""
"Centre Dentaire Bourgeois Lavoie","","Saguenay","QC","","","","","manual","todo",""
"Laboratoire Dentaire M J","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Ash Hélène","","Saguenay","QC","","","","","manual","todo",""
"Gouin Denturologiste Jonquière","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Pilote et Pagé","","Saguenay","QC","","","","","manual","todo",""
"Denturos d'ici - Denturologistes - Jonquière","","Saguenay","QC","","","","","manual","todo",""
"Anick Cyr Denturologiste Chicoutimi","","Saguenay","QC","","","","","manual","todo",""
"Denturos d'ici - Denturologiste Chicoutimi","","Saguenay","QC","","","","","manual","todo",""
"Eric Carrier Denturologiste","","Saguenay","QC","","","","","manual","todo",""
"Clinique Dentaire Trois-Rivières","","Trois-Rivieres","QC","","","","","manual","todo",""
"DENTAL CENTER 3R","","Trois-Rivieres","QC","","","","","manual","todo",""
"Dental Center Lemay Auclair and Dubé","","Trois-Rivieres","QC","","","","","manual","todo",""
"Dental Clinic Cegep Trois Rivières","","Trois-Rivieres","QC","","","","","manual","todo",""
"Centre Dentaire Karine Bastien","","Trois-Rivieres","QC","","","","","manual","todo",""
"Centre de santé dentaire Gendron Delisle","","Trois-Rivieres","QC","","","","","manual","todo",""
"Josée Laroche Dental Clinic","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Pointe-du-Lac","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Claude Laliberté Inc","","Trois-Rivieres","QC","","","","","manual","todo",""
"La Clinique Dentaire","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique DenT","","Trois-Rivieres","QC","","","","","manual","todo",""
"Centre Dentaire Dr Philippe Rousseau","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Daniel Rioux","","Trois-Rivieres","QC","","","","","manual","todo",""
"Centres dentaires Lapointe - Trois-Rivières","","Trois-Rivieres","QC","","","","","manual","todo",""
"Hygiéniste Dentaire MC - Nettoyage, Blanchiment de dents Trois-Rivières","","Trois-Rivieres","QC","","","","","manual","todo",""
"Centre Dentaire Beauclair","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Asselin","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Du Dr","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Lord & Rioux","","Trois-Rivieres","QC","","","","","manual","todo",""
"Centre Dentaire Sonia Ghali","","Trois-Rivieres","QC","","","","","manual","todo",""
"Centre dentaire Dr. Alain Isabelle","","Trois-Rivieres","QC","","","","","manual","todo",""
"Centre Dentaire Genest Gélinas Inc","","Trois-Rivieres","QC","","","","","manual","todo",""
"Centre dentaire et d'implantologie Dr. Jean-Francois Lemelin","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Maxillo-Mauricie","","Trois-Rivieres","QC","","","","","manual","todo",""
"Marie C LaHaie DDS","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Dr Richard Gervais","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Dr Pierre Bourgeois","","Trois-Rivieres","QC","","","","","manual","todo",""
"Centre Dentaire Martin Turgeon","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Asselin - Jacques Auger","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Dre Anne E. Beaudoin","","Trois-Rivieres","QC","","","","","manual","todo",""
"Blais Marc Dr","","Trois-Rivieres","QC","","","","","manual","todo",""
"Dr. Claude Morissette","","Trois-Rivieres","QC","","","","","manual","todo",""
"Clinique Dentaire Orozen Terrebonne","","Terrebonne","QC","","","","","manual","todo",""
"Clinique Au Beau Sourire","","Terrebonne","QC","","","","","manual","todo",""
"Centre dentaire Nuvosmile Terrebonne","","Terrebonne","QC","","","","","manual","todo",""
"Metropole Dentaire Terrebonne","","Terrebonne","QC","","","","","manual","todo",""
"Clinique Dentaire Ali Reza Ranginkar Inc","","Terrebonne","QC","","","","","manual","todo",""
"St. Louis Dental Center","","Terrebonne","QC","","","","","manual","todo",""
"Centre De Santé Dentaire Des Moulins","","Terrebonne","QC","","","","","manual","todo",""
"Centre Dentaire Côté","","Terrebonne","QC","","","","","manual","todo",""
"Dr. Mélanie Poitras Dental Clinic","","Terrebonne","QC","","","","","manual","todo",""
"Sourire Brillant - Blanchiment Dentaire","","Terrebonne","QC","","","","","manual","todo",""
"Centre Dentaire Martin Leblond","","Terrebonne","QC","","","","","manual","todo",""
"Centre Dentaire Racine","","Terrebonne","QC","","","","","manual","todo",""
"Clinidentaire Inc","","Terrebonne","QC","","","","","manual","todo",""
"Centre De Haute Technologie Dentaire Lachenaie","","Terrebonne","QC","","","","","manual","todo",""
"La Clinique Dentaire Pierre Mayrand","","Terrebonne","QC","","","","","manual","todo",""
"Dental Center Lavallée Lavergne and Pronovost","","Terrebonne","QC","","","","","manual","todo",""
"Clinique dentaire des Pionniers","","Terrebonne","QC","","","","","manual","todo",""
"Dentisterie et Denturologie Urbanova","","Terrebonne","QC","","","","","manual","todo",""
"Centre Dentaire Vaillancourt St-Onge","","Terrebonne","QC","","","","","manual","todo",""
"Ivoire Santé Dentaire Terrebonne","","Terrebonne","QC","","","","","manual","todo",""
"Centre Dentaire De La Pommeraie","","Terrebonne","QC","","","","","manual","todo",""
"Dentiste Tammy Raymond","","Terrebonne","QC","","","","","manual","todo",""
"Centre Dentaire Familial Mascouche","","Terrebonne","QC","","","","","manual","todo",""
"Roy Et Lefebvre Dentisterie","","Terrebonne","QC","","","","","manual","todo",""
"Centre dentaire Brice","","Terrebonne","QC","","","","","manual","todo",""
"City Square Dental Center Vancouver","","Vancouver","BC","","","","","manual","todo",""
"Key Dental Clinic Downtown Vancouver, BC","","Vancouver","BC","","","","","manual","todo",""
"The Art of Smile Dental Clinic - Vancouver","","Vancouver","BC","","","","","manual","todo",""
"Downtown Dental","","Vancouver","BC","","","","","manual","todo",""
"Royal Centre Dental Group Vancouver","","Vancouver","BC","","","","","manual","todo",""
"Granville Station Dental","","Vancouver","BC","","","","","manual","todo",""
"Broadway Station Dental","","Vancouver","BC","","","","","manual","todo",""
"Vancity Dental","","Vancouver","BC","","","","","manual","todo",""
"Crosstown Dental Clinic","","Vancouver","BC","","","","","manual","todo",""
"Cambie Broadway Dental Vancouver","","Vancouver","BC","","","","","manual","todo",""
"Dental Clinic @ Robson","","Vancouver","BC","","","","","manual","todo",""
"Vancouver Dental by Dr. Benson Fung","","Vancouver","BC","","","","","manual","todo",""
"Kingsgate Dental","","Vancouver","BC","","","","","manual","todo",""
"Cambie Marine Gateway Dental","","Vancouver","BC","","","","","manual","todo",""
"Stanley Park Dental Centre","","Vancouver","BC","","","","","manual","todo",""
"Mercato Dental Centre","","Vancouver","BC","","","","","manual","todo",""
"Wall Centre Dental","","Vancouver","BC","","","","","manual","todo",""
"Vancouver Harbour Dental","","Vancouver","BC","","","","","manual","todo",""
"My Dentist Vancouver and Implant Centre","","Vancouver","BC","","","","","manual","todo",""
"MAX Dental at Yaletown","","Vancouver","BC","","","","","manual","todo",""
"Camgara Dental Group","","Vancouver","BC","","","","","manual","todo",""
"Atlantis Dental Yaletown","","Vancouver","BC","","","","","manual","todo",""
"Monalisa Dental Centre","","Vancouver","BC","","","","","manual","todo",""
"O2 Dental - Vancouver","","Vancouver","BC","","","","","manual","todo",""
"Homer Dental Centre","","Vancouver","BC","","","","","manual","todo",""
"West Broadway Dentist","","Vancouver","BC","","","","","manual","todo",""
"Stadium Dental","","Vancouver","BC","","","","","manual","todo",""
"Fraserview Dentist","","Vancouver","BC","","","","","manual","todo",""
"Atlantis Dental Cambie","","Vancouver","BC","","","","","manual","todo",""
